sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: kthiruma | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.190 | Public IP: 96.248.89.204 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 11:46:00 GMT Sun May 31 2020 | Duration: 12d 0h:46m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 14889737293 | Bytes Rx: 8002553313 | IP Addr: 10.144.232.190 | Public IP: 96.248.89.204 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 11:46:00 GMT Sun May 31 2020 | Duration: 12d 0h:46m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 14889737293 | Bytes Rx: 8002553313 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 64657 | Audit Session ID: 0a90076b0fc910005ed398f8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 64657 | Audit Session ID: 0a90076b0fc910005ed398f8 | Security Group Tag: none | EasyVPN: 0 ||
Username: ndevarap | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.126 | Public IP: 103.46.234.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 05:32:26 GMT Fri Jun 12 2020 | Duration: 7h:00m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 218255566 | Bytes Rx: 136911991 | IP Addr: 10.144.232.126 | Public IP: 103.46.234.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 05:32:26 GMT Fri Jun 12 2020 | Duration: 7h:00m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 218255566 | Bytes Rx: 136911991 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68928 | Audit Session ID: 0a90076b10d400005ee3136a | Security Group Tag: none | EasyVPN: 0 |Session ID: 68928 | Audit Session ID: 0a90076b10d400005ee3136a | Security Group Tag: none | EasyVPN: 0 ||
Username: NParesh | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.113 | Public IP: 103.132.245.64 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 06:05:12 GMT Fri Jun 12 2020 | Duration: 6h:27m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 181533032 | Bytes Rx: 128523149 | IP Addr: 10.144.232.113 | Public IP: 103.132.245.64 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 06:05:12 GMT Fri Jun 12 2020 | Duration: 6h:27m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 181533032 | Bytes Rx: 128523149 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68934 | Audit Session ID: 0a90076b10d460005ee31b18 | Security Group Tag: none | EasyVPN: 0 |Session ID: 68934 | Audit Session ID: 0a90076b10d460005ee31b18 | Security Group Tag: none | EasyVPN: 0 ||
Username: KartThia | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.130 | Public IP: 49.205.78.67 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 06:05:34 GMT Fri Jun 12 2020 | Duration: 6h:26m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 210048684 | Bytes Rx: 54033074 | IP Addr: 10.144.232.130 | Public IP: 49.205.78.67 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 06:05:34 GMT Fri Jun 12 2020 | Duration: 6h:26m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 210048684 | Bytes Rx: 54033074 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68935 | Audit Session ID: 0a90076b10d470005ee31b2e | Security Group Tag: none | EasyVPN: 0 |Session ID: 68935 | Audit Session ID: 0a90076b10d470005ee31b2e | Security Group Tag: none | EasyVPN: 0 ||
Username: abirchan | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.131 | Public IP: 106.197.164.142 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 06:07:53 GMT Fri Jun 12 2020 | Duration: 6h:24m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 218761819 | Bytes Rx: 53062338 | IP Addr: 10.144.232.131 | Public IP: 106.197.164.142 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 06:07:53 GMT Fri Jun 12 2020 | Duration: 6h:24m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 218761819 | Bytes Rx: 53062338 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68936 | Audit Session ID: 0a90076b10d480005ee31bb9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 68936 | Audit Session ID: 0a90076b10d480005ee31bb9 | Security Group Tag: none | EasyVPN: 0 ||
Username: PankajRP | Group: TCL_US_OPS_Zone_Grp | Tunnel Group: TCL_OPS_Zone | IP Addr: 10.144.230.139 | Public IP: 106.206.68.142 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 06:09:42 GMT Fri Jun 12 2020 | Duration: 6h:22m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 991998222 | Bytes Rx: 254236833 | IP Addr: 10.144.230.139 | Public IP: 106.206.68.142 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 06:09:42 GMT Fri Jun 12 2020 | Duration: 6h:22m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 991998222 | Bytes Rx: 254236833 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68937 | Audit Session ID: 0a90076b10d490005ee31c26 | Security Group Tag: none | EasyVPN: 0 |Session ID: 68937 | Audit Session ID: 0a90076b10d490005ee31c26 | Security Group Tag: none | EasyVPN: 0 ||
Username: adobson | Group: TCL_US_OPS_Zone_Grp | Tunnel Group: TCL_OPS_Zone | IP Addr: 10.144.230.142 | Public IP: 81.111.52.173 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 06:15:19 GMT Fri Jun 12 2020 | Duration: 6h:17m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 408167573 | Bytes Rx: 155762640 | IP Addr: 10.144.230.142 | Public IP: 81.111.52.173 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 06:15:19 GMT Fri Jun 12 2020 | Duration: 6h:17m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 408167573 | Bytes Rx: 155762640 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68941 | Audit Session ID: 0a90076b10d4d0005ee31d77 | Security Group Tag: none | EasyVPN: 0 |Session ID: 68941 | Audit Session ID: 0a90076b10d4d0005ee31d77 | Security Group Tag: none | EasyVPN: 0 ||
Username: anand.adhikari | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.233.238 | Public IP: 103.195.202.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 06:19:10 GMT Fri Jun 12 2020 | Duration: 6h:13m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 327694657 | Bytes Rx: 364405841 | IP Addr: 10.144.233.238 | Public IP: 103.195.202.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 06:19:10 GMT Fri Jun 12 2020 | Duration: 6h:13m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 327694657 | Bytes Rx: 364405841 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68944 | Audit Session ID: 0a90076b10d500005ee31e5e | Security Group Tag: none | EasyVPN: 0 |Session ID: 68944 | Audit Session ID: 0a90076b10d500005ee31e5e | Security Group Tag: none | EasyVPN: 0 ||
Username: Dgarcia | Group: TCL_US_OPS_Zone_Grp | Tunnel Group: TCL_OPS_Zone | IP Addr: 10.144.230.143 | Public IP: 87.222.142.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 06:32:09 GMT Fri Jun 12 2020 | Duration: 6h:00m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 141328328 | Bytes Rx: 101714719 | IP Addr: 10.144.230.143 | Public IP: 87.222.142.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 06:32:09 GMT Fri Jun 12 2020 | Duration: 6h:00m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 141328328 | Bytes Rx: 101714719 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68950 | Audit Session ID: 0a90076b10d560005ee32169 | Security Group Tag: none | EasyVPN: 0 |Session ID: 68950 | Audit Session ID: 0a90076b10d560005ee32169 | Security Group Tag: none | EasyVPN: 0 ||
Username: nvasudev | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.123 | Public IP: 122.164.255.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 06:37:17 GMT Fri Jun 12 2020 | Duration: 5h:55m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 99992636 | Bytes Rx: 33632101 | IP Addr: 10.144.232.123 | Public IP: 122.164.255.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 06:37:17 GMT Fri Jun 12 2020 | Duration: 5h:55m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 99992636 | Bytes Rx: 33632101 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68953 | Audit Session ID: 0a90076b10d590005ee3229d | Security Group Tag: none | EasyVPN: 0 |Session ID: 68953 | Audit Session ID: 0a90076b10d590005ee3229d | Security Group Tag: none | EasyVPN: 0 ||
Username: pinaki.mandal | Group: TCL_US_OPS_Zone_Grp | Tunnel Group: TCL_OPS_Zone | IP Addr: 10.144.230.145 | Public IP: 103.141.116.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 06:54:58 GMT Fri Jun 12 2020 | Duration: 5h:37m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 672541324 | Bytes Rx: 218795641 | IP Addr: 10.144.230.145 | Public IP: 103.141.116.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 06:54:58 GMT Fri Jun 12 2020 | Duration: 5h:37m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 672541324 | Bytes Rx: 218795641 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68956 | Audit Session ID: 0a90076b10d5c0005ee326c2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 68956 | Audit Session ID: 0a90076b10d5c0005ee326c2 | Security Group Tag: none | EasyVPN: 0 ||
Username: hbastiam | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.133 | Public IP: 72.205.12.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 07:11:13 GMT Fri Jun 12 2020 | Duration: 5h:21m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 1169561874 | Bytes Rx: 158314786 | IP Addr: 10.144.232.133 | Public IP: 72.205.12.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 07:11:13 GMT Fri Jun 12 2020 | Duration: 5h:21m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 1169561874 | Bytes Rx: 158314786 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68959 | Audit Session ID: 0a90076b10d5f0005ee32a91 | Security Group Tag: none | EasyVPN: 0 |Session ID: 68959 | Audit Session ID: 0a90076b10d5f0005ee32a91 | Security Group Tag: none | EasyVPN: 0 ||
Username: vignatar | Group: TCL_US_OPS_Zone_Grp | Tunnel Group: TCL_OPS_Zone | IP Addr: 10.144.230.152 | Public IP: 27.62.123.177 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 07:17:09 GMT Fri Jun 12 2020 | Duration: 5h:15m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 253194088 | Bytes Rx: 115294513 | IP Addr: 10.144.230.152 | Public IP: 27.62.123.177 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 07:17:09 GMT Fri Jun 12 2020 | Duration: 5h:15m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 253194088 | Bytes Rx: 115294513 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68962 | Audit Session ID: 0a90076b10d620005ee32bf5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 68962 | Audit Session ID: 0a90076b10d620005ee32bf5 | Security Group Tag: none | EasyVPN: 0 ||
Username: revathis | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.138 | Public IP: 60.243.46.1 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 07:21:54 GMT Fri Jun 12 2020 | Duration: 5h:10m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 4904002931 | Bytes Rx: 232190240 | IP Addr: 10.144.232.138 | Public IP: 60.243.46.1 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 07:21:54 GMT Fri Jun 12 2020 | Duration: 5h:10m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 4904002931 | Bytes Rx: 232190240 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68963 | Audit Session ID: 0a90076b10d630005ee32d12 | Security Group Tag: none | EasyVPN: 0 |Session ID: 68963 | Audit Session ID: 0a90076b10d630005ee32d12 | Security Group Tag: none | EasyVPN: 0 ||
Username: SGustran | Group: TCL_US_OPS_Zone_Grp | Tunnel Group: TCL_OPS_Zone | IP Addr: 10.144.230.153 | Public IP: 79.144.63.128 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 07:22:23 GMT Fri Jun 12 2020 | Duration: 5h:10m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 317431299 | Bytes Rx: 24495219 | IP Addr: 10.144.230.153 | Public IP: 79.144.63.128 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 07:22:23 GMT Fri Jun 12 2020 | Duration: 5h:10m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 317431299 | Bytes Rx: 24495219 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68965 | Audit Session ID: 0a90076b10d650005ee32d2f | Security Group Tag: none | EasyVPN: 0 |Session ID: 68965 | Audit Session ID: 0a90076b10d650005ee32d2f | Security Group Tag: none | EasyVPN: 0 ||
Username: lanferna | Group: TCL_US_OPS_Zone_Grp | Tunnel Group: TCL_OPS_Zone | IP Addr: 10.144.230.155 | Public IP: 195.219.99.1 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 07:31:23 GMT Fri Jun 12 2020 | Duration: 5h:01m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 551934180 | Bytes Rx: 98714307 | IP Addr: 10.144.230.155 | Public IP: 195.219.99.1 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 07:31:23 GMT Fri Jun 12 2020 | Duration: 5h:01m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 551934180 | Bytes Rx: 98714307 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68967 | Audit Session ID: 0a90076b10d670005ee32f4b | Security Group Tag: none | EasyVPN: 0 |Session ID: 68967 | Audit Session ID: 0a90076b10d670005ee32f4b | Security Group Tag: none | EasyVPN: 0 ||
Username: ragusubr | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.233.239 | Public IP: 106.208.143.183 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 07:36:09 GMT Fri Jun 12 2020 | Duration: 4h:56m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 92683248 | Bytes Rx: 41823491 | IP Addr: 10.144.233.239 | Public IP: 106.208.143.183 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 07:36:09 GMT Fri Jun 12 2020 | Duration: 4h:56m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 92683248 | Bytes Rx: 41823491 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68970 | Audit Session ID: 0a90076b10d6a0005ee33069 | Security Group Tag: none | EasyVPN: 0 |Session ID: 68970 | Audit Session ID: 0a90076b10d6a0005ee33069 | Security Group Tag: none | EasyVPN: 0 ||
Username: Hdavies | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.136 | Public IP: 90.207.38.130 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 07:37:04 GMT Fri Jun 12 2020 | Duration: 4h:55m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 168551481 | Bytes Rx: 53005993 | IP Addr: 10.144.232.136 | Public IP: 90.207.38.130 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 07:37:04 GMT Fri Jun 12 2020 | Duration: 4h:55m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 168551481 | Bytes Rx: 53005993 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68972 | Audit Session ID: 0a90076b10d6c0005ee330a0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 68972 | Audit Session ID: 0a90076b10d6c0005ee330a0 | Security Group Tag: none | EasyVPN: 0 ||
Username: drambert | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.105 | Public IP: 68.81.59.201 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 07:54:49 GMT Fri Jun 12 2020 | Duration: 4h:37m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 421023945 | Bytes Rx: 85374158 | IP Addr: 10.144.232.105 | Public IP: 68.81.59.201 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 07:54:49 GMT Fri Jun 12 2020 | Duration: 4h:37m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 421023945 | Bytes Rx: 85374158 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68982 | Audit Session ID: 0a90076b10d760005ee334c9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 68982 | Audit Session ID: 0a90076b10d760005ee334c9 | Security Group Tag: none | EasyVPN: 0 ||
Username: virendar.kumar | Group: TCL_US_OPS_Zone_Grp | Tunnel Group: TCL_OPS_Zone | IP Addr: 10.144.230.156 | Public IP: 116.15.139.234 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 07:55:04 GMT Fri Jun 12 2020 | Duration: 4h:37m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 41627581 | Bytes Rx: 21149071 | IP Addr: 10.144.230.156 | Public IP: 116.15.139.234 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 07:55:04 GMT Fri Jun 12 2020 | Duration: 4h:37m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 41627581 | Bytes Rx: 21149071 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68983 | Audit Session ID: 0a90076b10d770005ee334d8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 68983 | Audit Session ID: 0a90076b10d770005ee334d8 | Security Group Tag: none | EasyVPN: 0 ||
Username: dgray | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.140 | Public IP: 109.159.81.89 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 08:22:37 GMT Fri Jun 12 2020 | Duration: 4h:09m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 91094596 | Bytes Rx: 25532572 | IP Addr: 10.144.232.140 | Public IP: 109.159.81.89 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 08:22:37 GMT Fri Jun 12 2020 | Duration: 4h:09m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 91094596 | Bytes Rx: 25532572 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68988 | Audit Session ID: 0a90076b10d7c0005ee33b4d | Security Group Tag: none | EasyVPN: 0 |Session ID: 68988 | Audit Session ID: 0a90076b10d7c0005ee33b4d | Security Group Tag: none | EasyVPN: 0 ||
